"";"rtt";"cp"
"1";27.672491563616;0
"2";28.2344305365364;0
"3";27.2199358119175;0
"4";27.2462686404808;0
"5";27.8550913854526;0
"6";27.8376512673557;0
"7";27.4279549056166;0
"8";27.3169427428429;0
"9";27.1855650256051;0
"10";27.6227758760761;0
"11";28.8806517284843;0
"12";27.1018489071001;0
"13";27.8719705631187;0
"14";27.0892517037628;0
"15";30.5998530701101;0
"16";28.0599251199286;0
"17";27.3812126305313;0
"18";27.2589076857732;0
"19";27.2318160722535;0
"20";27.6156200167765;0
"21";28.0271532188779;0
"22";27.6841058234056;0
"23";27.0664450415825;0
"24";27.112886061522;0
"25";27.1506233820634;0
"26";27.4093690106913;0
"27";27.6985233627623;0
"28";27.43671157482;0
"29";27.273909192006;0
"30";27.3023392823481;0
"31";27.0574671692833;0
"32";27.1950443361973;0
"33";27.6015973686437;0
"34";27.3727102951608;0
"35";27.4435215712878;0
"36";27.5470655649583;0
"37";27.7235542636932;0
"38";27.7095498376156;0
"39";29.198372241619;0
"40";27.3266574728082;0
"41";28.0659558471333;0
"42";27.4938463156354;0
"43";27.0479150492189;0
"44";27.8763621679282;0
"45";27.1024592004862;0
"46";27.7064297608751;0
"47";27.2122892835336;0
"48";27.1620348891407;0
"49";27.0778692037773;0
"50";27.0822062209353;0
"51";160.89621364109;1
"52";171.752131756406;0
"53";145.710430630663;0
"54";135.845285609204;0
"55";27.135247672298;1
"56";27.3061118829357;0
"57";27.0902934950546;0
"58";28.4720484998791;0
"59";27.0771522773829;0
"60";27.1045468883942;0
"61";27.3067041549428;0
"62";27.1024628920582;0
"63";27.2938301378086;0
"64";27.8323473583709;0
"65";27.5537384214408;0
"66";27.2344914548633;0
"67";27.0869682804661;0
"68";28.1897156520039;0
"69";28.4594826569743;0
"70";27.0566635280852;0
"71";28.1584508211528;0
"72";27.1044635101747;0
"73";27.4363621422029;0
"74";27.0536493006207;0
"75";28.2107553879856;0
"76";27.68809101624;0
"77";27.1501865978228;0
"78";27.333451425884;0
"79";27.1131989734585;0
"80";27.0523120755498;0
"81";27.1638752943426;0
"82";27.3128922749733;0
"83";27.3359122808055;0
"84";27.3365477226012;0
"85";27.045158434667;0
"86";27.1012245460818;0
"87";28.5719958981836;0
"88";27.1887727021452;0
"89";27.439610353062;0
"90";27.1414114187292;0
"91";28.9608434766404;0
"92";27.2490814415187;0
"93";27.430779605438;0
"94";28.1829569602098;0
"95";27.1554724620426;0
"96";27.5149796852175;0
"97";27.9160648472189;0
"98";27.9638153789991;0
"99";27.6963673968222;0
"100";27.6561557974626;0

