"";"rtt";"cp"
"1";181.569473130003;0
"2";183.284807366647;0
"3";181.476585430769;0
"4";182.215966644052;0
"5";181.815486911365;0
"6";181.770780774506;0
"7";181.756920091649;0
"8";181.632062685007;0
"9";181.449852098103;0
"10";181.52755646299;0
"11";181.577258447309;0
"12";181.546678230196;0
"13";181.463927146514;0
"14";181.750333782263;0
"15";181.891551836309;0
"16";181.561002833675;0
"17";181.689596760383;0
"18";181.43494965981;0
"19";181.480594995386;0
"20";182.4778473477;0
"21";182.801302524198;0
"22";181.95687142176;0
"23";181.529984071759;0
"24";181.508492719884;0
"25";181.56028744294;0
"26";181.717683420449;0
"27";182.071260420145;0
"28";181.431094683275;0
"29";182.132621455226;0
"30";181.578718107822;0
"31";181.610627959797;0
"32";182.72510190552;0
"33";181.429388015161;0
"34";181.998444129467;0
"35";181.582510619193;0
"36";182.024647395485;0
"37";181.530097954558;0
"38";181.941491994064;0
"39";182.128949036116;0
"40";181.562536360463;0
"41";182.214389083391;0
"42";181.431672353958;0
"43";181.567046979125;0
"44";181.587369508464;0
"45";181.549530984172;0
"46";181.541929065221;0
"47";182.359104168235;0
"48";181.636423644015;0
"49";181.458447112944;0
"50";181.539286204839;0
"51";181.551005811027;0
"52";181.905983493771;0
"53";181.581247168332;0
"54";181.832246613775;0
"55";181.598402903297;0
"56";181.694900906034;0
"57";181.700001009569;0
"58";182.263787980361;0
"59";182.55883537194;0
"60";181.495463219497;0
"61";182.002543951313;0
"62";183.311781443557;0
"63";181.725285458868;0
"64";181.683252629594;0
"65";182.196934102922;0
"66";182.126130289183;0
"67";181.794733363777;0
"68";181.471488548713;0
"69";181.716955468042;0
"70";181.72993716929;0
"71";181.881498779512;0
"72";181.787708798378;0
"73";181.847598444002;0
"74";181.651048972846;0
"75";181.663037728739;0
"76";182.238324982394;0
"77";181.547125742693;0
"78";181.758582685367;0
"79";181.462748890611;0
"80";181.979252540916;0
"81";181.497806609988;0
"82";181.553718429147;0
"83";181.44209418819;0
"84";183.224800446899;0
"85";181.433357990932;0
"86";181.983764403217;0
"87";182.473467764733;0
"88";181.644497014681;0
"89";181.472158512516;0
"90";181.654322659481;0
"91";181.757489775409;0
"92";181.680482453742;0
"93";181.459291971673;0
"94";181.579470329011;0
"95";182.167169509901;0
"96";181.813450773135;0
"97";181.865383399792;0
"98";181.640789363751;0
"99";181.569849965199;0
"100";181.462941861569;0

