"";"rtt";"cp"
"1";165.870941697523;0
"2";165.627861632313;0
"3";165.999636240303;0
"4";166.410041670405;0
"5";165.065752223911;0
"6";151.798472234691;1
"7";151.397375291417;0
"8";151.53149148855;0
"9";151.569666071268;0
"10";151.679005759105;0
"11";152.111869286274;0
"12";151.66765122531;0
"13";152.014183710703;0
"14";151.324264977336;0
"15";151.480613889498;0
"16";152.204737649144;0
"17";151.894527488061;0
"18";151.440410151604;0
"19";151.454755717776;0
"20";151.43694671823;0
"21";151.413682073684;0
"22";151.591905490809;0
"23";151.54076189599;0
"24";151.469075014145;0
"25";151.442844819702;0
"26";151.570586831142;0
"27";151.600115414532;0
"28";151.408095259796;0
"29";151.716610700625;0
"30";151.373556902672;0
"31";151.559308440961;0
"32";151.493187822071;0
"33";151.426551752128;0
"34";151.355320838069;0
"35";151.84102061645;0
"36";152.46678892686;0
"37";152.023353309544;0
"38";151.367205882912;0
"39";152.285863485902;0
"40";151.697191415898;0
"41";152.487951072723;0
"42";151.451161569306;0
"43";151.491241273371;0
"44";151.414641691004;0
"45";151.421186748177;0
"46";151.80464582513;0
"47";151.559958875301;0
"48";151.65133013824;0
"49";151.327647751423;0
"50";151.929594401966;0
"51";151.512421052533;0
"52";151.765776834293;0
"53";151.673225774178;0
"54";151.804386583244;0
"55";151.400868652129;0
"56";151.586350219816;0
"57";151.828077509545;0
"58";152.244188332266;0
"59";151.374984613294;0
"60";151.360850632839;0
"61";151.53275520356;0
"62";151.456083312969;0
"63";151.558647910136;0
"64";151.695012423515;0
"65";151.912306892153;0
"66";151.73178044503;0
"67";151.444416636768;0
"68";151.598556719293;0
"69";151.334988112317;0
"70";151.457523302255;0
"71";151.847799165541;0
"72";151.319917884944;0
"73";151.329352310066;0
"74";151.636625200181;0
"75";151.788976429827;0
"76";151.684893755557;0
"77";151.509006788267;0
"78";151.36536100343;0
"79";151.734761123883;0
"80";151.571262846004;0
"81";151.423482245481;0
"82";152.72715940392;0
"83";151.641464091622;0
"84";152.11406234083;0
"85";151.550813606733;0
"86";151.634266857567;0
"87";151.839727654618;0
"88";151.396694410708;0
"89";151.328845898889;0
"90";151.36195164113;0
"91";151.817580426337;0
"92";151.631136930219;0
"93";151.514880141563;0
"94";151.346140687162;0
"95";151.562759650375;0
"96";151.800744753384;0
"97";151.638789128858;0
"98";151.384073752553;0
"99";151.457482779967;0
"100";152.189455081363;0

