"";"rtt";"cp"
"1";164.445468137364;0
"2";164.386258707379;0
"3";164.361143419658;0
"4";164.632053800333;0
"5";164.289158281238;0
"6";164.509033219762;0
"7";164.298775891519;0
"8";756.657059964418;0
"9";164.377129803;0
"10";164.73716835396;0
"11";164.337659695881;0
"12";164.453376833784;0
"13";165.084031084687;0
"14";164.459975131124;0
"15";164.290354933702;0
"16";164.406522303036;0
"17";165.166580452632;0
"18";164.575500520516;0
"19";164.677129903038;0
"20";165.381392013446;0
"21";164.481919355489;0
"22";164.671219585065;0
"23";164.321784348794;0
"24";164.665095587757;0
"25";165.938514486889;0
"26";164.453468148799;0
"27";164.612079698615;0
"28";164.357155424245;0
"29";164.336856401327;0
"30";164.598340705255;0
"31";164.427071350683;0
"32";164.271353696741;0
"33";164.301753900051;0
"34";164.600092172462;0
"35";164.511121235314;0
"36";164.629735617633;0
"37";164.278741131705;0
"38";164.638353766776;0
"39";164.930654018886;0
"40";164.838153876456;0
"41";164.417817733622;0
"42";164.965181168485;0
"43";164.873314850862;0
"44";164.623661173649;0
"45";166.04669306893;0
"46";164.306655752115;0
"47";164.828675741992;0
"48";164.406087351385;0
"49";164.30049232854;0
"50";165.884747023794;0
"51";164.271103865919;0
"52";164.50785854554;0
"53";164.300016205838;0
"54";164.784558008246;0
"55";164.379759572592;0
"56";164.280053552249;0
"57";164.900238763743;0
"58";164.274514433125;0
"59";170.451816399798;1
"60";169.859373366595;0
"61";171.14106005271;0
"62";172.026950787633;0
"63";172.009445510844;0
"64";171.039471844421;0
"65";170.73279562814;0
"66";170.371005747015;0
"67";170.131061316679;0
"68";170.218417663731;0
"69";176.823142915507;0
"70";171.055655116687;0
"71";171.237564272592;0
"72";171.607270050196;0
"73";169.915927195827;0
"74";171.173110846471;0
"75";171.224402789284;0
"76";174.05038497721;0
"77";171.296569596454;0
"78";171.720314851115;0
"79";172.053403904693;0
"80";169.931528238666;0
"81";170.682732121526;0
"82";171.776772246425;0
"83";170.666070842833;0
"84";172.95526381429;0
"85";170.002358204503;0
"86";170.1833959907;0
"87";173.810605182169;0
"88";170.796282711903;0
"89";176.729143968022;0
"90";171.077300089942;0
"91";170.339564781777;0
"92";174.172609763606;0
"93";176.993809866706;0
"94";169.895208119333;0
"95";170.970087830662;0
"96";172.293793194238;0
"97";175.665772892679;0
"98";171.363793647327;0
"99";170.725847246495;0
"100";172.888992196751;0

