"";"rtt";"cp"
"1";174.260621004333;0
"2";174.362527642224;0
"3";174.308844951465;0
"4";174.357500934907;0
"5";174.437954360891;0
"6";175.254187844956;0
"7";174.381625869743;0
"8";174.371979826654;0
"9";174.770635744607;0
"10";174.357527981985;0
"11";174.377057052341;0
"12";174.374040311711;0
"13";174.461489730028;0
"14";174.372148109585;0
"15";174.857304652699;0
"16";174.480256163514;0
"17";174.352624735746;0
"18";174.263932845469;0
"19";174.884841967904;0
"20";174.277034902989;0
"21";174.538127285858;0
"22";175.080279155806;0
"23";175.10014457684;0
"24";174.304431325429;0
"25";174.338603204733;0
"26";174.592360831712;0
"27";174.313344372116;0
"28";174.45938688369;0
"29";174.616451506356;0
"30";174.90609229578;0
"31";174.647534410914;0
"32";174.259915939863;0
"33";174.412830132959;0
"34";174.438439173046;0
"35";174.791219094876;0
"36";174.450978221529;0
"37";175.021445926427;0
"38";174.366299404077;0
"39";174.773562218592;0
"40";174.346157312035;0
"41";174.921667714051;0
"42";174.339037909128;0
"43";174.314017654996;0
"44";174.369797706665;0
"45";174.694349640608;0
"46";174.811041011342;0
"47";174.700056920012;0
"48";174.332044373926;0
"49";174.500990873109;0
"50";174.314999218063;0
"51";174.961657668989;0
"52";174.585737506022;0
"53";174.702355601356;0
"54";174.731084286762;0
"55";174.727798536913;0
"56";174.584225971786;0
"57";174.386379923256;0
"58";174.4443875669;0
"59";174.430254193201;0
"60";174.358356105101;0
"61";174.592950943875;0
"62";174.441148363707;0
"63";174.466262034479;0
"64";174.901943931732;0
"65";174.49850245176;0
"66";174.438418704116;0
"67";174.309034220648;0
"68";174.281622579848;0
"69";174.465527273993;0
"70";175.504592183247;0
"71";174.503061329807;0
"72";174.259737837303;0
"73";174.387351880244;0
"74";174.340041626679;0
"75";174.564530521686;0
"76";174.452242319623;0
"77";174.310586970564;0
"78";174.289385418547;0
"79";174.297547742372;0
"80";175.110430333735;0
"81";174.61452148592;0
"82";174.476914767148;0
"83";174.527256064609;0
"84";174.614826397254;0
"85";174.886611607612;0
"86";174.470683073968;0
"87";174.284623306831;0
"88";174.799885578185;0
"89";174.26804292987;0
"90";174.451543429066;0
"91";174.412866159298;0
"92";174.354112579097;0
"93";174.523170966158;0
"94";174.856155242205;0
"95";174.531799345264;0
"96";174.261033131226;0
"97";174.842799270155;0
"98";174.4366289914;0
"99";174.520165497488;0
"100";174.314215110999;0

