"";"rtt";"cp"
"1";152.010158176709;0
"2";151.644146383417;0
"3";154.746645736627;0
"4";151.565105394038;0
"5";152.696741674852;0
"6";151.792702664525;0
"7";152.122468811274;0
"8";152.340981986323;0
"9";152.233358990438;0
"10";151.521611179418;0
"11";151.617054990539;0
"12";223.163280963411;1
"13";208.780622705759;0
"14";197.660207741233;0
"15";262.687588701113;0
"16";247.5706958637;0
"17";274.219149091406;0
"18";233.827671917614;0
"19";266.268045625525;0
"20";248.101594376537;0
"21";254.110019046546;0
"22";274.264004319262;0
"23";241.796027103953;0
"24";240.206359328967;0
"25";236.435524014119;0
"26";275.232515219459;0
"27";202.114419543311;0
"28";232.575477070563;0
"29";241.806214001811;0
"30";257.440984105099;0
"31";148.123984529827;1
"32";148.161502051201;0
"33";148.136333560377;0
"34";148.079636245733;0
"35";147.934255271434;0
"36";148.29552198141;0
"37";147.998558188531;0
"38";148.327848032384;0
"39";148.276887476195;0
"40";148.022896712914;0
"41";148.030926574449;0
"42";148.031452033715;0
"43";148.070178057502;0
"44";148.261185647122;0
"45";148.376390403539;0
"46";148.289886950811;0
"47";135.901513419671;1
"48";169.830692374346;1
"49";173.60168667786;0
"50";154.02511761865;0
"51";196.292529950205;0
"52";160.534798612884;0
"53";169.715017159158;0
"54";202.219532125626;0
"55";201.545143956363;0
"56";175.988519071537;0
"57";181.512470249623;0
"58";184.968350869251;0
"59";208.077886851006;0
"60";177.020157639331;0
"61";176.208835370554;0
"62";179.779323247545;0
"63";183.731647339719;0
"64";182.630764744601;0
"65";141.570381984233;0
"66";187.313117980245;0
"67";140.022788700622;1
"68";139.849626212307;0
"69";139.435352108364;0
"70";140.134260853219;0
"71";139.513105846658;0
"72";139.580980704777;0
"73";139.624345412326;0
"74";139.656680324076;0
"75";139.588738645299;0
"76";139.557637245852;0
"77";139.700311571878;0
"78";139.570665116925;0
"79";139.525726697229;0
"80";139.74329637676;0
"81";139.458673505864;0
"82";139.472462414908;0
"83";139.480354029626;0
"84";139.657990713639;0
"85";139.539716872446;0
"86";139.69740031356;0
"87";139.895182355145;0
"88";139.962207222075;0
"89";139.579107827014;0
"90";139.994913098;0
"91";139.795442641232;0
"92";139.735018496325;0
"93";139.712856576337;0
"94";139.451254714319;0
"95";139.576333505794;0
"96";139.428349266499;0
"97";139.555880338075;0
"98";139.675343568086;0
"99";139.687398306197;0
"100";139.44576774612;0

