"","trace","cpt"
"1",92.7909388431632,0
"2",92.9311086285262,0
"3",93.2165925133057,0
"4",92.8520214231572,0
"5",92.645338878799,0
"6",93.3677035472178,0
"7",92.7823855801509,0
"8",93.4259803685079,0
"9",93.8402164043158,0
"10",93.0771692553649,0
"11",92.8432206653687,0
"12",93.978267225602,0
"13",96.6078084325075,0
"14",94.2693594309238,0
"15",92.6843796981742,0
"16",92.7444125612304,0
"17",92.8399535479877,0
"18",92.8677268785874,0
"19",93.507427476021,0
"20",93.6355115272544,0
"21",93.2175560178647,0
"22",93.5897646394677,0
"23",93.1727819757047,0
"24",93.0450132018074,0
"25",94.5650213576334,0
"26",94.6190336884875,0
"27",92.7964408845053,0
"28",112.834824430623,1
"29",112.155662167137,0
"30",112.049237067111,0
"31",112.444764958027,0
"32",112.07180044984,0
"33",112.053095325612,0
"34",112.014774012739,0
"35",111.966381044637,0
"36",111.998236254755,0
"37",112.010098026444,0
"38",112.271405016397,0
"39",112.219282807138,0
"40",112.026325022038,0
"41",112.257101256567,0
"42",112.482837419779,0
"43",111.979260151689,0
"44",112.231264670041,0
"45",111.998136854965,0
"46",111.978550354763,0
"47",111.964241607317,0
"48",112.233796480906,0
"49",112.053095469165,0
"50",112.038438089671,0
"51",112.105715542735,0
"52",142.023103005766,1
"53",118.140895836322,1
"54",118.084886576626,0
"55",117.753411677991,0
"56",117.742410062841,0
"57",117.648017389564,0
"58",117.810683978893,0
"59",117.867586987349,0
"60",118.172050763914,0
"61",117.705146566197,0
"62",117.973831510049,0
"63",117.637871710791,0
"64",118.323897305879,0
"65",118.200667245485,0
"66",117.953910120441,0
"67",117.720377858615,0
"68",117.705184020687,0
"69",117.633596655703,0
"70",117.764574912137,0
"71",117.979351770589,0
"72",117.720418611494,0
"73",117.711923050779,0
"74",117.934151386859,0
"75",118.267428991486,0
"76",130.855159297497,1
"77",130.728428793224,0
"78",130.843660572644,0
"79",130.197936276805,0
"80",130.232829370073,0
"81",130.125552247864,0
"82",130.116985733353,0
"83",131.910028373402,0
"84",130.367050591373,0
"85",130.165651240584,0
"86",130.913875300512,0
"87",131.047120570419,0
"88",131.564855401692,0
"89",130.381143214996,0
"90",131.432008563569,0
"91",130.702846775073,0
"92",130.844774420067,0
"93",130.116269855666,0
"94",130.24805403104,0
"95",130.094037585147,0
"96",130.392102223845,0
"97",130.228491366254,0
"98",130.501607620522,0
"99",130.275321891296,0
"100",130.388698933966,0
