"","trace","cpt"
"1",185.06300885648,0
"2",183.969803664407,0
"3",184.512193183335,0
"4",184.136374678389,0
"5",187.722413032867,0
"6",184.300686866627,0
"7",185.656864101915,0
"8",184.678028414458,0
"9",185.615123639461,0
"10",185.614382947207,0
"11",184.191126578775,0
"12",185.937983636117,0
"13",183.957867305589,0
"14",187.551837042113,0
"15",185.793968402286,0
"16",186.57445699906,0
"17",188.515633538011,0
"18",184.814988528936,0
"19",184.543464944946,0
"20",185.748173574151,0
"21",184.563600270675,0
"22",188.214826688446,0
"23",184.961579316218,0
"24",184.149801211505,0
"25",185.504290726636,0
"26",184.419571390724,0
"27",184.97273581037,0
"28",189.506048541439,0
"29",184.986921977257,0
"30",185.690822377279,0
"31",184.067051989871,0
"32",184.636260897926,0
"33",185.01994030998,0
"34",184.084752478087,0
"35",185.30359360785,0
"36",190.177767931415,0
"37",187.141648817553,0
"38",184.785859747373,0
"39",191.572469590159,0
"40",185.654798443298,0
"41",184.597974976756,0
"42",188.402289121703,0
"43",185.166167615766,0
"44",184.629170272494,0
"45",187.094931699528,0
"46",185.79094047578,0
"47",184.85863047608,0
"48",189.186410056082,0
"49",193.645892047396,0
"50",185.347948521063,0
"51",187.361908113099,0
"52",188.681819807537,0
"53",184.714817154266,0
"54",184.012691993955,0
"55",184.25276857374,0
"56",184.108125586865,0
"57",185.459524679722,0
"58",184.91673194013,0
"59",189.214095621455,0
"60",185.439042734215,0
"61",184.656682907759,0
"62",186.595090320997,0
"63",184.089870569306,0
"64",184.759254127137,0
"65",184.596318225914,0
"66",183.992199387865,0
"67",185.029702437032,0
"68",185.37759701175,0
"69",185.415957241565,0
"70",185.242081316531,0
"71",186.931597983327,0
"72",184.918914597451,0
"73",186.508789807604,0
"74",186.138440646449,0
"75",185.764383213065,0
"76",184.699272228665,0
"77",184.660317134739,0
"78",184.733411811066,0
"79",184.100789783608,0
"80",185.147787902549,0
"81",184.476450201539,0
"82",184.346859855428,0
"83",184.115045152218,0
"84",184.274258218023,0
"85",185.251685157234,0
"86",185.721380801011,0
"87",184.229177973479,0
"88",186.071775361502,0
"89",186.896873578779,0
"90",185.869643737165,0
"91",184.500296658764,0
"92",186.604639223579,0
"93",189.700876055296,0
"94",185.573503176274,0
"95",190.455544673203,0
"96",184.085134042329,0
"97",187.900554807827,0
"98",184.296348623341,0
"99",185.059279391782,0
"100",184.496477864251,0
