"","trace","cpt"
"1",133.800258478265,0
"2",134.408990712741,0
"3",134.185381324553,0
"4",136.837263214366,0
"5",133.938099086322,0
"6",134.379911564398,0
"7",133.789235288378,0
"8",134.505880597405,0
"9",166.241329303767,1
"10",166.060079037273,0
"11",166.258677343235,0
"12",166.125591136406,0
"13",165.943954289248,0
"14",165.922492426582,0
"15",166.098169012281,0
"16",166.016303569485,0
"17",166.074121353994,0
"18",166.275221874742,0
"19",165.899855614033,0
"20",166.468810170641,0
"21",166.138841606915,0
"22",165.937446814808,0
"23",165.963857568702,0
"24",165.896267095031,0
"25",165.92862714701,0
"26",166.218763456439,0
"27",166.07273882332,0
"28",166.180722538805,0
"29",165.935895029819,0
"30",166.454354721037,0
"31",165.934030300681,0
"32",166.586699889378,0
"33",166.132156473752,0
"34",166.11376415715,0
"35",166.169723273863,0
"36",166.31675307399,0
"37",166.044107859794,0
"38",165.989509373099,0
"39",166.385784487088,0
"40",166.058397121212,0
"41",166.386426078635,0
"42",165.958466473411,0
"43",165.895703440301,0
"44",165.8938096513,0
"45",165.973976613027,0
"46",166.047957454387,0
"47",166.35494963926,0
"48",165.977847091024,0
"49",166.278434782028,0
"50",166.232170351971,0
"51",165.911977922969,0
"52",165.988084741876,0
"53",166.009366483033,0
"54",166.198851345769,0
"55",165.966684023062,0
"56",166.046701373144,0
"57",166.046516141915,0
"58",165.901199370867,0
"59",165.95277735429,0
"60",166.652372396436,0
"61",166.223373180292,0
"62",165.962062504078,0
"63",166.130807090498,0
"64",166.171307713565,0
"65",166.147655506825,0
"66",166.573225749832,0
"67",166.929027661104,0
"68",166.017939596394,0
"69",166.158325199042,0
"70",166.264054304849,0
"71",166.100744467831,0
"72",166.968871927268,0
"73",165.936056022752,0
"74",166.045518225761,0
"75",165.937857535587,0
"76",165.901283532695,0
"77",165.901537483132,0
"78",166.063687952308,0
"79",166.320501328465,0
"80",165.915199506579,0
"81",166.088244486898,0
"82",165.932129326546,0
"83",165.999544625162,0
"84",166.404629713341,0
"85",166.451319457862,0
"86",165.931487131492,0
"87",166.19929597871,0
"88",166.228680423718,0
"89",165.89587497949,0
"90",166.577564867005,0
"91",165.955082032024,0
"92",165.918140693694,0
"93",166.068793404704,0
"94",166.799595438842,0
"95",166.124299317174,0
"96",166.243353888394,0
"97",166.142020832655,0
"98",166.241780102799,0
"99",166.174798057943,0
"100",166.214004076143,0
