"","trace","cpt"
"1",23.7282908928743,0
"2",23.740751579296,0
"3",23.8608527596961,0
"4",24.2952970402998,0
"5",24.1492658403809,0
"6",23.8188770816432,0
"7",23.8751500187263,0
"8",23.8251311776801,0
"9",24.2147414014569,0
"10",24.5386006247688,0
"11",23.7074087784364,0
"12",24.0809962244724,0
"13",23.8775299247076,0
"14",24.0065203864121,0
"15",23.7850178313113,0
"16",23.7918374819188,0
"17",23.7613001930128,0
"18",24.1142454074187,0
"19",23.889342311496,0
"20",23.7576468026293,0
"21",23.7453163020334,0
"22",24.1672095228681,0
"23",24.4696411721027,0
"24",23.7292914206493,0
"25",24.1042961462526,0
"26",23.712000500457,0
"27",23.720918286933,0
"28",23.7918988943724,0
"29",24.2488282209497,0
"30",23.7212478445933,0
"31",23.9356332918551,0
"32",24.042396894263,0
"33",23.9062414521394,0
"34",23.9237762190184,0
"35",24.0793286535626,0
"36",24.2214702514255,0
"37",23.8837914296846,0
"38",23.8427765817427,0
"39",23.9214161996876,0
"40",24.1891282983845,0
"41",23.9366584621768,0
"42",23.7513172297751,0
"43",23.9261330807842,0
"44",23.764613420408,0
"45",23.9884186391096,0
"46",23.9375996038885,0
"47",23.7678438340835,0
"48",23.7495734623343,0
"49",23.7393205247308,0
"50",23.8890533134124,0
"51",23.9115568057173,0
"52",23.7849483475289,0
"53",23.9530889087504,0
"54",24.1362108458441,0
"55",23.7098726422901,0
"56",23.7903738001465,0
"57",24.0346267684841,0
"58",23.8952503709289,0
"59",23.8143292929969,0
"60",23.7704865759228,0
"61",23.9346697142782,0
"62",23.7728535715469,0
"63",23.8590632037082,0
"64",23.8021592926159,0
"65",23.8030235965417,0
"66",23.7520581428397,0
"67",24.2864634525699,0
"68",23.7194113793019,0
"69",23.8033102220186,0
"70",24.3561673901339,0
"71",23.7852293288919,0
"72",23.7171742724424,0
"73",23.9778679843697,0
"74",24.0840633861146,0
"75",23.8296421776271,0
"76",24.7256336824152,0
"77",23.8944137326605,0
"78",23.9407384542404,0
"79",24.0154449942154,0
"80",23.7902143430214,0
"81",23.9118447989095,0
"82",23.9350470418117,0
"83",23.8032693353159,0
"84",24.3292825937061,0
"85",24.0593223506009,0
"86",24.2845799935383,0
"87",23.7840085250032,0
"88",23.8645124420974,0
"89",23.734048556968,0
"90",23.9093412331002,0
"91",23.8402376570743,0
"92",23.7233914734741,0
"93",23.8547268150431,0
"94",23.7948132847635,0
"95",23.9341559866153,0
"96",23.9203493939705,0
"97",23.9048357421526,0
"98",24.0693557203647,0
"99",24.0737831016579,0
"100",23.9465000639055,0
