"";"rtt";"cp"
"1";125.660319968027;0
"2";125.828043133696;0
"3";125.465201407768;0
"4";126.276103030063;0
"5";126.475734747728;0
"6";126.325356425048;0
"7";125.761357297064;0
"8";126.705523060514;0
"9";125.750690659233;0
"10";125.490204431388;0
"11";127.52715759313;0
"12";126.081039081923;0
"13";125.543316622631;0
"14";125.432766893093;0
"15";125.393553698685;0
"16";126.116573703583;0
"17";125.743100446728;0
"18";113.815912211062;1
"19";113.592845025487;0
"20";113.686338924742;0
"21";113.596737118603;0
"22";113.585779366903;0
"23";113.649986554369;0
"24";114.029114549871;0
"25";113.3742849107;0
"26";113.88487594415;0
"27";114.288188944766;0
"28";114.056575706663;0
"29";113.428163364603;0
"30";113.873306668849;0
"31";113.851572837314;0
"32";119.471944867164;1
"33";119.374962988077;0
"34";119.432273617943;0
"35";119.499873100124;0
"36";119.386543458279;0
"37";119.581160618813;0
"38";119.631294794114;0
"39";119.340967005616;0
"40";119.382852654024;0
"41";119.32734097403;0
"42";119.440060500318;0
"43";111.414999542536;1
"44";111.272603504493;0
"45";111.636957487622;0
"46";111.402993248511;0
"47";111.222696845463;0
"48";111.16662253262;0
"49";111.24409453298;0
"50";111.199768986968;0
"51";111.107079313031;0
"52";111.135582126528;0
"53";111.378991824424;0
"54";111.096942894507;0
"55";111.513280525176;0
"56";111.140643248563;0
"57";111.267616874143;0
"58";111.513491846139;0
"59";111.393371665043;0
"60";111.148349826585;0
"61";111.454038403347;0
"62";111.200392328428;0
"63";111.098329968125;0
"64";111.140879601558;0
"65";111.123768375151;0
"66";111.128046331509;0
"67";111.208801349088;0
"68";111.130766341079;0
"69";111.14498622674;0
"70";111.236111501188;0
"71";111.109758105255;0
"72";111.520615609139;0
"73";111.410009788521;0
"74";111.231675929751;0
"75";111.142018412545;0
"76";111.114329590911;0
"77";111.096618834265;0
"78";111.241323453681;0
"79";111.12524340678;0
"80";111.818650754508;0
"81";111.488396866919;0
"82";111.212730243005;0
"83";111.227538164567;0
"84";111.337648759774;0
"85";111.186285095603;0
"86";111.234119354408;0
"87";111.404878437651;0
"88";111.250244859115;0
"89";111.344817404243;0
"90";111.119634875162;0
"91";111.129672315243;0
"92";108.988427206987;1
"93";108.543530922743;0
"94";108.1517577492;0
"95";108.258165494676;0
"96";108.107674997922;0
"97";108.612786870856;0
"98";108.114704839704;0
"99";108.145397141895;0
"100";108.497553437806;0

