"";"rtt";"cp"
"1";182.428466485084;0
"2";182.095270564072;0
"3";182.246668075224;0
"4";182.156178062805;0
"5";182.726949058257;0
"6";182.095226375363;0
"7";182.136276748756;0
"8";182.150276606369;0
"9";182.676176430338;0
"10";182.152117504022;0
"11";182.298168379487;0
"12";182.201935178705;0
"13";182.396508152109;0
"14";182.255621338765;0
"15";182.286357944071;0
"16";182.227379536292;0
"17";182.107855289833;0
"18";182.11982445425;0
"19";182.111740755725;0
"20";182.188105848903;0
"21";182.155362096839;0
"22";182.2647361051;0
"23";182.327467036839;0
"24";182.1998925162;0
"25";182.298687789291;0
"26";182.183702074769;0
"27";182.228082420383;0
"28";182.321144171329;0
"29";182.237082354976;0
"30";182.185966215189;0
"31";182.11679500507;0
"32";182.197448174461;0
"33";182.165677660271;0
"34";182.171151837997;0
"35";182.19823920103;0
"36";182.424857272375;0
"37";182.207744424141;0
"38";182.263360164299;0
"39";182.533056517505;0
"40";182.317849847167;0
"41";182.198815456247;0
"42";182.238272663321;0
"43";182.181134236171;0
"44";182.158698461078;0
"45";182.624780525124;0
"46";182.571964293021;0
"47";182.108227686093;0
"48";182.163451076869;0
"49";182.252295068584;0
"50";173.248015577915;1
"51";173.270238312688;0
"52";173.063364032055;0
"53";173.150498889981;0
"54";173.510959951634;0
"55";173.138579320518;0
"56";173.877651912096;0
"57";173.169737398214;0
"58";173.125739603832;0
"59";173.097295156865;0
"60";174.338717791351;0
"61";173.202900267759;0
"62";173.146138191513;0
"63";173.393431447113;0
"64";173.431228605193;0
"65";173.087902387931;0
"66";173.137053342949;0
"67";173.075753557629;0
"68";173.367887791075;0
"69";173.140280913932;0
"70";173.175769679463;0
"71";173.099831897072;0
"72";173.159648558247;0
"73";173.100513835814;0
"74";173.103858192843;0
"75";173.390973098485;0
"76";173.262930580983;0
"77";173.212008453005;0
"78";173.386425568988;0
"79";173.117541224715;0
"80";173.139629609747;0
"81";173.22110489717;0
"82";173.066888367296;0
"83";173.48138275579;0
"84";173.740791437134;0
"85";173.137459447018;0
"86";173.337493228555;0
"87";173.336097026856;0
"88";173.381125132841;0
"89";173.103920214692;0
"90";173.087650751802;0
"91";173.233189202804;0
"92";173.158798825809;0
"93";173.334677850307;0
"94";173.103892962145;0
"95";173.333306904504;0
"96";173.088203832174;0
"97";173.240325841483;0
"98";173.079418991803;0
"99";173.154079181877;0
"100";173.296601980392;0

