"";"rtt";"cp"
"1";45.6936822064217;0
"2";45.7536709135525;0
"3";45.8124631582113;0
"4";45.7235856935613;0
"5";45.6277070343933;0
"6";45.9429244073392;0
"7";45.9895676363974;0
"8";45.6898882903136;0
"9";45.7526470970655;0
"10";45.7628220656503;0
"11";45.8194217508581;0
"12";45.6101736264493;0
"13";46.0499172693488;0
"14";45.7481477058954;0
"15";46.1262473020297;0
"16";45.6126350924077;0
"17";45.7098611232637;0
"18";45.98019497951;0
"19";45.9035027877255;0
"20";45.7517665973974;0
"21";45.6783728182535;0
"22";45.6970439927554;0
"23";45.8388873530105;0
"24";46.8494684979081;0
"25";46.139056959456;0
"26";45.7378739973524;0
"27";45.7856244680005;0
"28";45.8319103939209;0
"29";45.8549280189291;0
"30";45.9464258470968;0
"31";45.828388547876;0
"32";46.4198181055239;0
"33";45.6633658028654;0
"34";45.783533949153;0
"35";45.8200790574892;0
"36";45.7485804387725;0
"37";45.6399385783482;0
"38";45.6673094819082;0
"39";45.833258746823;0
"40";45.8234831843;0
"41";45.8144359634437;0
"42";45.6942582453439;0
"43";45.7695284504493;0
"44";46.3554298233362;0
"45";45.9594491008832;0
"46";46.0251202086124;0
"47";46.3019760449075;0
"48";45.7415922958843;0
"49";45.8254349272391;0
"50";45.8022896858242;0
"51";46.4711270022507;0
"52";45.7185091177199;0
"53";46.3166890250486;0
"54";45.8339916278232;0
"55";46.0841649684041;0
"56";56.1572094653692;1
"57";55.5908218580511;0
"58";55.5791447041109;0
"59";56.1714059649305;0
"60";56.1991653834168;0
"61";55.9075654192076;0
"62";55.7112418249739;0
"63";56.1950844789958;0
"64";55.7187907152261;0
"65";56.0424241299877;0
"66";55.9602230346808;0
"67";55.7061779134411;0
"68";60.8593070637488;0
"69";55.597011353669;0
"70";55.7401605706313;0
"71";55.743874932827;0
"72";57.6247734582111;0
"73";55.7806635732307;0
"74";56.0837780822739;0
"75";55.7407569196622;0
"76";55.9136151010869;0
"77";56.6102205020961;0
"78";55.6353253025521;0
"79";56.5224400635853;0
"80";55.8048989902652;0
"81";56.2929260830226;0
"82";56.4191323944138;0
"83";55.8595804778663;0
"84";55.7045438450187;0
"85";55.6466286346781;0
"86";55.937066061108;0
"87";58.7462719357038;0
"88";55.5871575836773;0
"89";56.1594697832927;0
"90";56.1443224537523;0
"91";55.9441969717743;0
"92";55.7540168354405;0
"93";56.3571345470725;0
"94";58.5549145166959;0
"95";56.0231898504711;0
"96";55.6570009557284;0
"97";58.2764165191464;0
"98";56.7890930617634;0
"99";55.6344414653347;0
"100";56.8780439830279;0

