"";"rtt";"cp"
"1";189.467341586018;0
"2";189.336605477342;0
"3";189.289305861907;0
"4";189.306257628695;0
"5";189.353651172612;0
"6";189.466685313798;0
"7";189.882170194548;0
"8";189.520115923171;0
"9";189.293558620257;0
"10";189.410212736288;0
"11";189.287369902156;0
"12";189.950569271667;0
"13";189.680568500585;0
"14";189.587833872391;0
"15";189.417599017023;0
"16";189.608131618063;0
"17";189.8449974009;0
"18";189.415091937164;0
"19";189.605410797418;0
"20";189.420441820439;0
"21";189.401400121906;0
"22";189.77511989478;0
"23";189.356460562657;0
"24";189.404495410885;0
"25";189.41400155;0
"26";189.295548669702;0
"27";189.358973501759;0
"28";189.336804009337;0
"29";189.345274010009;0
"30";189.29586734001;0
"31";189.678007520486;0
"32";189.427700387186;0
"33";189.645676305315;0
"34";189.319824067989;0
"35";189.316227183433;0
"36";189.310753655738;0
"37";189.56844457294;0
"38";189.317917170627;0
"39";189.80763248694;0
"40";189.610478474166;0
"41";189.630335182056;0
"42";189.471857317737;0
"43";189.390128570724;0
"44";190.299396148831;0
"45";189.466302626606;0
"46";189.847692991381;0
"47";189.387774789926;0
"48";189.794738755629;0
"49";189.971389615858;0
"50";189.638255090068;0
"51";189.446989571478;0
"52";189.474393485707;0
"53";189.525375655279;0
"54";189.476468462913;0
"55";189.826126936432;0
"56";190.005918868856;0
"57";189.514494515775;0
"58";189.324722737176;0
"59";189.450972844735;0
"60";189.516756945251;0
"61";189.480148928466;0
"62";189.715233221139;0
"63";189.522523899109;0
"64";189.3502887733;0
"65";189.451679051147;0
"66";189.29255153819;0
"67";189.427728256699;0
"68";189.409341005084;0
"69";189.334444420719;0
"70";189.34074354367;0
"71";190.278133729574;0
"72";190.000380500295;0
"73";190.408284056634;0
"74";189.422864273881;0
"75";189.460703282589;0
"76";189.879044163202;0
"77";189.447211179131;0
"78";189.479169445138;0
"79";189.702088411003;0
"80";189.391835572977;0
"81";189.494628561426;0
"82";189.449156168526;0
"83";189.527209268777;0
"84";189.958126513324;0
"85";189.674842930939;0
"86";190.073875386959;0
"87";189.774638391714;0
"88";189.779975808258;0
"89";189.570909835662;0
"90";189.36592701998;0
"91";189.393034177148;0
"92";189.917100893945;0
"93";189.461037427294;0
"94";189.45566192221;0
"95";189.368124646534;0
"96";189.606905578967;0
"97";189.611939606189;0
"98";189.979582077087;0
"99";190.68596272951;0
"100";189.369809206691;0

