"";"rtt";"cp"
"1";142.316447077068;0
"2";142.688421989654;0
"3";142.537851867072;0
"4";143.495690573443;0
"5";142.182028789297;0
"6";142.299130100913;0
"7";142.433411829927;0
"8";142.314056726718;0
"9";142.661314004491;0
"10";142.290168998529;0
"11";142.504599471288;0
"12";142.209720550218;0
"13";142.75726264938;0
"14";142.668287854199;0
"15";142.284912563539;0
"16";142.284039525925;0
"17";142.356077639277;0
"18";142.654371979356;0
"19";142.265921338971;0
"20";142.219488983782;0
"21";142.156174485889;0
"22";142.520479031516;0
"23";142.434295816137;0
"24";142.541318862579;0
"25";142.193550963081;0
"26";142.621680814066;0
"27";142.377814009953;0
"28";142.226705199187;0
"29";142.205836148896;0
"30";142.14376925225;0
"31";142.270037259714;0
"32";142.210624654626;0
"33";142.327365456589;0
"34";142.687111878715;0
"35";142.269479939694;0
"36";142.213236977584;0
"37";142.53989868548;0
"38";142.156940906548;0
"39";142.213619093497;0
"40";142.495399534177;0
"41";142.351169873385;0
"42";142.721089453063;0
"43";142.843300721703;0
"44";142.356859098605;0
"45";142.169481912486;0
"46";142.349534056367;0
"47";142.203562536848;0
"48";142.218231042322;0
"49";142.473187847639;0
"50";142.39127544276;0
"51";142.45491649939;0
"52";143.074888793187;0
"53";142.53863730589;0
"54";142.418132421849;0
"55";142.323450990581;0
"56";142.411397223591;0
"57";142.448074238038;0
"58";142.299616519739;0
"59";142.139632595297;0
"60";142.891821450604;0
"61";142.237979934651;0
"62";142.307480741062;0
"63";142.406873824228;0
"64";142.351146660618;0
"65";142.628131208221;0
"66";142.166537603631;0
"67";143.282049279267;0
"68";142.330665275643;0
"69";142.154678349041;0
"70";142.62271255041;0
"71";142.335974602865;0
"72";142.146898234898;0
"73";142.183145456793;0
"74";142.38868039686;0
"75";142.234422666359;0
"76";142.600386305895;0
"77";142.219923635602;0
"78";142.219381040071;0
"79";142.35655257795;0
"80";142.150445113405;0
"81";142.390077267198;0
"82";142.541277855374;0
"83";142.310737432588;0
"84";142.297530955227;0
"85";142.458001256895;0
"86";142.249849043988;0
"87";142.163398392658;0
"88";142.465768089043;0
"89";142.230957569504;0
"90";142.264440247387;0
"91";142.598687436342;0
"92";142.170760324982;0
"93";142.565376943742;0
"94";142.697655495079;0
"95";142.140035028209;0
"96";142.231181338435;0
"97";142.890532629059;0
"98";142.290620642711;0
"99";143.922511772461;0
"100";142.178921694376;0

