"","trace","cpt"
"1",47.0310399388747,0
"2",46.9927413126168,0
"3",47.2235617967708,0
"4",47.214172231828,0
"5",47.7112805906675,0
"6",46.9814978866181,0
"7",48.6410437573839,0
"8",48.0482624194003,0
"9",46.9233550477474,0
"10",46.9041066292944,0
"11",47.0205142129378,0
"12",47.2744884507401,0
"13",48.1536327639904,0
"14",47.3496051014073,0
"15",46.9168442225961,0
"16",46.9601592589317,0
"17",47.334999232403,0
"18",46.9101785023321,0
"19",47.1977226463749,0
"20",47.2630495221911,0
"21",47.4328320045723,0
"22",47.614781663293,0
"23",47.3609447193927,0
"24",47.3893045730437,0
"25",48.0087617114358,0
"26",47.1578811188411,0
"27",47.7102693275073,0
"28",47.4464308400978,0
"29",47.215556943218,0
"30",47.1782658241413,0
"31",47.6673385517276,0
"32",47.1040248183145,0
"33",50.258004039607,0
"34",47.621028885851,0
"35",47.7497730248329,0
"36",46.9921657664187,0
"37",47.1481158978941,0
"38",48.1934377855674,0
"39",47.5666077020688,0
"40",47.4641762967671,0
"41",47.3305103776824,0
"42",47.4572247514301,0
"43",47.8180958725951,0
"44",47.1524839399044,0
"45",46.9015292094324,0
"46",47.8214745343633,0
"47",47.6132065198537,0
"48",47.1263362274788,0
"49",47.6108447932151,0
"50",47.6071148361658,0
"51",47.0562028774773,0
"52",47.5771166918858,0
"53",47.2057491267911,0
"54",47.3064425219205,0
"55",47.1124808698868,0
"56",47.7034556173013,0
"57",49.053856891681,0
"58",47.0276130910325,0
"59",47.3282875272135,0
"60",47.2459458104952,0
"61",47.2916825468583,0
"62",47.819983920263,0
"63",47.5685725743533,0
"64",47.1405843755377,0
"65",47.3947013033729,0
"66",47.3284506803014,0
"67",47.5816289202157,0
"68",46.9243792254652,0
"69",47.2007516081279,0
"70",49.0927405132344,0
"71",46.9068804352576,0
"72",48.4144334323606,0
"73",48.2948266259106,0
"74",50.8994085746686,0
"75",48.7542246295533,0
"76",47.0750458260184,0
"77",47.0984670386698,0
"78",46.9144227069883,0
"79",48.2448612389564,0
"80",47.6052711605104,0
"81",47.2390825856928,0
"82",47.0524070849944,0
"83",46.9610676861156,0
"84",47.5406472595454,0
"85",47.1678984916577,0
"86",47.5041129624618,0
"87",47.3303233836977,0
"88",47.4327509862625,0
"89",47.8488953723186,0
"90",47.3155944641069,0
"91",48.7001450682854,0
"92",47.5064599310028,0
"93",46.9593442995805,0
"94",47.0146602201131,0
"95",47.2333615498105,0
"96",47.3432954373483,0
"97",47.0284056402405,0
"98",46.8954742364865,0
"99",47.796241745957,0
"100",46.9027999797793,0
