"","trace","cpt"
"1",160.185464261026,0
"2",160.316508272588,0
"3",160.349578426181,0
"4",160.52429421977,0
"5",160.325164752548,0
"6",160.560755099064,0
"7",160.384072822896,0
"8",160.565335412759,0
"9",160.260869375109,0
"10",160.55663472116,0
"11",160.172311606095,0
"12",160.453261077823,0
"13",160.381438689635,0
"14",160.481648208379,0
"15",160.324595390281,0
"16",195.807483216415,1
"17",225.611155347836,0
"18",229.696001404796,0
"19",234.4483815249,0
"20",183.500964760714,0
"21",201.583032210408,0
"22",214.406748320414,0
"23",239.413009703911,0
"24",192.562841841217,0
"25",160.264144454966,1
"26",160.434509513442,0
"27",160.217262910156,0
"28",160.253333192251,0
"29",160.179609233957,0
"30",160.124360909165,0
"31",160.83612178926,0
"32",160.124021924638,0
"33",160.128142393775,0
"34",160.152214659161,0
"35",160.184607391178,0
"36",164.374068712214,1
"37",164.300545875923,0
"38",165.642797877906,0
"39",164.272160529267,0
"40",164.389068744395,0
"41",164.366294502158,0
"42",164.315767037252,0
"43",164.358977386599,0
"44",165.83691362578,0
"45",164.298105324551,0
"46",166.996314733649,0
"47",164.271841838774,0
"48",164.398547517738,0
"49",164.291663275443,0
"50",164.238701112195,0
"51",164.491310332681,0
"52",164.418137765766,0
"53",164.633580161235,0
"54",164.399633287471,0
"55",164.880433342161,0
"56",164.49400573731,0
"57",164.557219440585,0
"58",164.46122232302,0
"59",164.40245330936,0
"60",164.245169260671,0
"61",164.240170396708,0
"62",164.268308541019,0
"63",151.496851455724,1
"64",150.991205058166,0
"65",151.882462754872,0
"66",151.35353801259,0
"67",151.205736504058,0
"68",151.246571931472,0
"69",150.996561118974,0
"70",151.227437102751,0
"71",150.96856721109,0
"72",151.117195816467,0
"73",151.005805944039,0
"74",151.20969379594,0
"75",151.546818839523,0
"76",151.079102598136,0
"77",154.211137226153,0
"78",151.378398761945,0
"79",151.624580103309,0
"80",151.060074193258,0
"81",151.120667322747,0
"82",151.162143804182,0
"83",152.305135707971,0
"84",151.054421399401,0
"85",150.968846428264,0
"86",151.070154334023,0
"87",151.061079012858,0
"88",151.812474807393,0
"89",152.466327598275,0
"90",151.30986360422,0
"91",152.633823769078,0
"92",151.226021002646,0
"93",152.014251901885,0
"94",151.535469393623,0
"95",151.160825980557,0
"96",151.283985641187,0
"97",152.133197230511,0
"98",153.37867125908,0
"99",151.054426482497,0
"100",154.680686415867,0
