"","trace","cpt"
"1",141.529720510279,0
"2",141.73935953872,0
"3",141.467314959375,0
"4",141.649829699351,0
"5",178.334283906285,1
"6",210.809615376205,0
"7",169.549737655802,0
"8",180.285990774653,0
"9",179.258052792754,0
"10",174.30431017376,0
"11",187.304718077164,0
"12",199.628578055259,0
"13",152.568316185375,0
"14",141.490818599274,1
"15",141.447898734608,0
"16",142.658489367352,0
"17",142.387641669907,0
"18",142.15502003056,0
"19",141.721843063021,0
"20",142.215157321101,0
"21",141.955899307762,0
"22",141.490517622959,0
"23",141.580073153225,0
"24",141.484291737087,0
"25",141.598358342189,0
"26",141.678829924102,0
"27",143.826357164203,0
"28",142.894874841861,0
"29",141.505276785557,0
"30",141.557668361911,0
"31",141.861736676697,0
"32",141.634328046081,0
"33",141.512009475161,0
"34",143.575130530475,0
"35",142.037512758954,0
"36",141.895067923202,0
"37",141.46208770966,0
"38",141.704291352082,0
"39",141.840021371566,0
"40",141.546281096988,0
"41",142.781900137352,0
"42",141.531453830036,0
"43",141.972950280059,0
"44",142.844661475381,0
"45",141.455006498968,0
"46",142.118640744303,0
"47",141.488728740868,0
"48",141.5028786296,0
"49",141.601891198483,0
"50",141.716433221788,0
"51",141.486622072685,0
"52",141.582647152436,0
"53",141.726787255856,0
"54",141.754693962838,0
"55",141.438999448171,0
"56",141.605707274154,0
"57",141.527458980556,0
"58",142.53281712079,0
"59",141.698034859196,0
"60",141.684355430507,0
"61",141.624066414533,0
"62",141.57797012489,0
"63",141.873473351806,0
"64",141.826207299652,0
"65",141.662325949545,0
"66",141.465836201106,0
"67",141.779181176242,0
"68",141.569665664395,0
"69",141.688902838579,0
"70",141.530189559204,0
"71",141.541784912489,0
"72",141.905091970777,0
"73",141.944719684315,0
"74",142.018420662513,0
"75",141.544057102072,0
"76",142.118397762777,0
"77",141.515856749136,0
"78",141.80533295339,0
"79",141.745085052407,0
"80",141.457255202223,0
"81",141.564708119,0
"82",142.16166450884,0
"83",141.507723965099,0
"84",141.45893966026,0
"85",141.487659269685,0
"86",141.573115952827,0
"87",141.92347370779,0
"88",143.494583378037,0
"89",141.994170650243,0
"90",141.474515514117,0
"91",141.4423510823,0
"92",141.51133573024,0
"93",142.013895631266,0
"94",141.578897854883,0
"95",141.903717607541,0
"96",142.465383003188,0
"97",141.465382778548,0
"98",142.533388748858,0
"99",141.579370019863,0
"100",142.765063320297,0
