"","trace","cpt"
"1",85.7172856214541,0
"2",85.4832750108577,0
"3",85.3675344556738,0
"4",85.4417874974736,0
"5",85.305064519684,0
"6",85.3539157667741,0
"7",85.1904012875656,0
"8",85.6248939218828,0
"9",85.3867504901344,0
"10",85.3962120192878,0
"11",85.7287987478774,0
"12",85.2549167512898,0
"13",85.4077286802865,0
"14",85.5680538470853,0
"15",85.9365381681973,0
"16",85.3709735330303,0
"17",85.174142391677,0
"18",85.3593780411261,0
"19",85.3002654598991,0
"20",85.3598393657197,0
"21",85.7581454991967,0
"22",85.3556994648317,0
"23",85.3972820262434,0
"24",85.3792994981029,0
"25",85.219003488763,0
"26",96.9449183248832,1
"27",97.611180551178,0
"28",96.9421925274185,0
"29",97.183543792527,0
"30",97.231714916843,0
"31",96.9024896145665,0
"32",97.0419111558913,0
"33",96.8551439608164,0
"34",97.0696591206449,0
"35",97.4767251990152,0
"36",97.3106936894032,0
"37",97.1573365584475,0
"38",96.9940044599255,0
"39",97.0632516433924,0
"40",96.8837230795067,0
"41",97.3495479910847,0
"42",97.2048339767185,0
"43",96.9856711453192,0
"44",96.8674039659327,0
"45",97.0025330489284,0
"46",97.1056680282818,0
"47",97.0622908666953,0
"48",97.0111909260943,0
"49",96.9250638569421,0
"50",97.0343643927741,0
"51",96.9481176580978,0
"52",96.9844118960039,0
"53",97.033420241069,0
"54",96.870996335626,0
"55",97.1835822235075,0
"56",97.0468717329069,0
"57",97.0933879016112,0
"58",233.655208587316,1
"59",213.575924126784,0
"60",219.51098905568,0
"61",217.5742183005,0
"62",153.488981821695,0
"63",92.1077543332929,1
"64",91.9242830331146,0
"65",91.7058511521641,0
"66",91.6305137727623,0
"67",91.5239908831367,0
"68",91.674816890058,0
"69",91.6428210757839,0
"70",92.6602936505838,0
"71",91.6614588910353,0
"72",92.0614094294462,0
"73",92.2112779680088,0
"74",91.7761538300791,0
"75",92.0419071543878,0
"76",91.9121515389069,0
"77",91.7530315966461,0
"78",91.7344390071757,0
"79",91.7008609907777,0
"80",91.6025264415808,0
"81",91.6871102533538,0
"82",91.541341297275,0
"83",91.6453329304334,0
"84",91.7009278351337,0
"85",91.5547185747969,0
"86",91.6520232519304,0
"87",91.9500255668217,0
"88",91.7318471385142,0
"89",92.2618078187197,0
"90",91.6811654687592,0
"91",91.604913757098,0
"92",109.134485565253,1
"93",76.6058114924176,1
"94",76.1896786210972,0
"95",75.8085217667328,0
"96",76.301171244096,0
"97",76.9499004839642,0
"98",77.1753249381055,0
"99",75.7334726070957,0
"100",76.5259104528593,0
